time,G(i),H_sun,T2m,WS10m,Int
20191123:0911,34.31,10.88,8.92,11.93,0.0
20191123:1011,43.34,14.24,8.4,11.59,0.0
20191123:1111,27.09,15.5,8.46,12.48,0.0
20191123:1211,333.4,14.54,8.52,12.0,0.0
20191123:1311,187.13,11.45,8.63,11.38,0.0
20191123:1411,169.73,6.51,8.72,11.93,0.0
20191123:1511,0.0,0.0,8.74,12.41,0.0
20191123:1611,0.0,0.0,8.71,12.21,0.0
20191123:1711,0.0,0.0,8.57,10.97,0.0
20191123:1811,0.0,0.0,8.55,10.97,0.0
20191123:1911,0.0,0.0,8.54,11.38,0.0
20191123:2011,0.0,0.0,8.58,11.1,0.0
20191123:2111,0.0,0.0,8.63,10.97,0.0
20191123:2211,0.0,0.0,7.87,10.62,0.0
20191123:2311,0.0,0.0,7.99,11.31,0.0
20191124:0011,0.0,0.0,8.11,10.69,0.0
20191124:0111,0.0,0.0,8.05,10.69,0.0
20191124:0211,0.0,0.0,8.0,11.1,0.0
20191124:0311,0.0,0.0,7.94,10.69,0.0
20191124:0411,0.0,0.0,7.85,10.76,0.0
20191124:0511,0.0,0.0,7.67,11.17,0.0
20191124:0611,0.0,0.0,7.4,11.38,0.0
20191124:0711,0.0,0.0,7.13,11.45,0.0
20191124:0811,5.42,5.5,6.94,11.31,0.0
20191124:0911,17.16,10.67,6.84,10.76,0.0
20191124:1011,23.48,14.02,6.14,10.48,0.0
20191124:1111,22.58,15.29,6.27,10.21,0.0
20191124:1211,230.34,14.34,6.37,9.79,0.0
20191124:1311,12.64,11.27,6.56,9.45,0.0
20191124:1411,13.55,6.35,6.73,9.31,0.0
20191124:1511,0.0,0.0,6.91,9.31,0.0
20191124:1611,0.0,0.0,7.02,9.24,0.0
20191124:1711,0.0,0.0,7.17,9.31,0.0
20191124:1811,0.0,0.0,7.36,9.03,0.0
20191124:1911,0.0,0.0,7.56,8.14,0.0
20191124:2011,0.0,0.0,7.57,7.17,0.0
20191124:2111,0.0,0.0,7.57,6.62,0.0
20191124:2211,0.0,0.0,6.72,5.24,0.0
20191124:2311,0.0,0.0,6.82,5.24,0.0
20191125:0011,0.0,0.0,6.9,5.03,0.0
20191125:0111,0.0,0.0,6.91,4.83,0.0
20191125:0211,0.0,0.0,6.85,4.83,0.0
20191125:0311,0.0,0.0,6.78,5.1,0.0
20191125:0411,0.0,0.0,6.68,5.52,0.0
20191125:0511,0.0,0.0,6.71,5.52,0.0
20191125:0611,0.0,0.0,6.82,5.52,0.0
20191125:0711,0.0,0.0,6.88,5.24,0.0
20191125:0811,70.31,5.29,6.99,5.24,0.0
20191125:0911,12.64,10.45,6.93,5.45,0.0
20191125:1011,16.25,13.81,6.92,5.66,0.0
20191125:1111,28.9,15.09,6.89,5.52,0.0
20191125:1211,22.58,14.16,6.93,5.31,0.0
20191125:1311,55.91,11.1,7.02,5.24,0.0
20191125:1411,7.22,6.2,7.12,5.17,0.0
20191125:1511,0.0,0.0,7.27,5.24,0.0
20191125:1611,0.0,0.0,7.3,5.38,0.0
20191125:1711,0.0,0.0,7.39,5.72,0.0
20191125:1811,0.0,0.0,7.38,6.28,0.0
20191125:1911,0.0,0.0,7.37,6.28,0.0
20191125:2011,0.0,0.0,7.27,6.07,0.0
20191125:2111,0.0,0.0,7.26,6.28,0.0
20191125:2211,0.0,0.0,7.02,7.24,0.0
20191125:2311,0.0,0.0,7.04,6.69,0.0
20191126:0011,0.0,0.0,7.15,5.86,0.0
20191126:0111,0.0,0.0,7.29,5.93,0.0
20191126:0211,0.0,0.0,7.4,6.48,0.0
20191126:0311,0.0,0.0,7.43,6.76,0.0
20191126:0411,0.0,0.0,7.37,7.1,0.0
20191126:0511,0.0,0.0,7.32,7.17,0.0
20191126:0611,0.0,0.0,7.36,7.17,0.0
20191126:0711,0.0,0.0,7.38,7.24,0.0
20191126:0811,38.0,5.08,7.41,7.38,0.0
20191126:0911,40.64,10.25,7.42,7.86,0.0
20191126:1011,30.7,13.61,7.29,8.14,0.0
20191126:1111,38.83,14.89,7.49,8.69,0.0
20191126:1211,27.99,13.97,7.94,8.97,0.0
20191126:1311,26.19,10.94,8.41,8.55,0.0
20191126:1411,19.87,6.05,8.87,8.34,0.0
20191126:1511,0.0,0.0,9.22,8.28,0.0
20191126:1611,0.0,0.0,9.34,8.0,0.0
20191126:1711,0.0,0.0,9.35,8.07,0.0
20191126:1811,0.0,0.0,9.48,7.66,0.0
20191126:1911,0.0,0.0,9.67,7.86,0.0
20191126:2011,0.0,0.0,9.82,7.79,0.0
20191126:2111,0.0,0.0,9.88,7.79,0.0
20191126:2211,0.0,0.0,9.57,7.24,0.0
20191126:2311,0.0,0.0,9.5,7.38,0.0
20191127:0011,0.0,0.0,9.46,7.38,0.0
20191127:0111,0.0,0.0,9.39,7.17,0.0
20191127:0211,0.0,0.0,9.37,7.17,0.0
20191127:0311,0.0,0.0,9.32,6.97,0.0
20191127:0411,0.0,0.0,9.25,6.9,0.0
20191127:0511,0.0,0.0,9.19,7.38,0.0
20191127:0611,0.0,0.0,9.15,7.59,0.0
20191127:0711,0.0,0.0,9.12,8.0,0.0
20191127:0811,9.03,4.88,9.12,8.34,0.0
20191127:0911,18.96,10.04,9.08,8.76,0.0
20191127:1011,34.31,13.41,9.07,10.0,0.0
20191127:1111,39.73,14.71,9.13,9.66,0.0
20191127:1211,21.67,13.8,9.24,9.38,0.0
20191127:1311,84.96,10.78,9.41,8.69,0.0
20191127:1411,58.41,5.91,9.84,8.41,0.0
20191127:1511,0.0,0.0,10.12,8.62,0.0
20191127:1611,0.0,0.0,10.16,8.76,0.0
20191127:1711,0.0,0.0,10.08,8.83,0.0
20191127:1811,0.0,0.0,9.98,8.62,0.0
20191127:1911,0.0,0.0,9.8,8.48,0.0
20191127:2011,0.0,0.0,9.55,8.28,0.0
20191127:2111,0.0,0.0,9.36,9.17,0.0
20191127:2211,0.0,0.0,9.2,9.1,0.0
20191127:2311,0.0,0.0,8.98,8.55,0.0
20191128:0011,0.0,0.0,8.92,8.21,0.0
20191128:0111,0.0,0.0,9.02,7.93,0.0
20191128:0211,0.0,0.0,9.36,8.0,0.0
20191128:0311,0.0,0.0,9.56,8.9,0.0
20191128:0411,0.0,0.0,9.73,10.62,0.0
20191128:0511,0.0,0.0,9.72,11.31,0.0
20191128:0611,0.0,0.0,9.7,11.03,0.0
20191128:0711,0.0,0.0,9.57,10.55,0.0
20191128:0811,10.84,4.68,9.41,10.07,0.0
20191128:0911,10.84,9.85,9.29,9.66,0.0
20191128:1011,40.64,13.22,9.57,10.0,0.0
20191128:1111,21.67,14.52,9.57,8.62,0.0
20191128:1211,57.79,13.63,9.58,6.69,0.0
20191128:1311,71.99,10.63,9.48,7.72,0.0
20191128:1411,16.25,5.78,9.64,8.21,0.0
20191128:1511,0.0,0.0,10.03,8.0,0.0
20191128:1611,0.0,0.0,10.09,8.55,0.0
20191128:1711,0.0,0.0,9.75,9.59,0.0
20191128:1811,0.0,0.0,9.32,9.72,0.0
20191128:1911,0.0,0.0,9.09,9.72,0.0
20191128:2011,0.0,0.0,8.96,10.69,0.0
20191128:2111,0.0,0.0,8.86,12.21,0.0
20191128:2211,0.0,0.0,8.48,13.1,0.0
20191128:2311,0.0,0.0,8.33,13.52,0.0
20191129:0011,0.0,0.0,8.42,13.86,0.0
20191129:0111,0.0,0.0,8.5,15.03,0.0
20191129:0211,0.0,0.0,8.77,14.76,0.0
20191129:0311,0.0,0.0,8.16,14.21,0.0
20191129:0411,0.0,0.0,7.53,13.45,0.0
20191129:0511,0.0,0.0,7.37,12.83,0.0
20191129:0611,0.0,0.0,7.34,12.07,0.0
20191129:0711,0.0,0.0,7.42,11.17,0.0
20191129:0811,9.03,4.49,7.42,9.79,0.0
20191129:0911,293.91,9.66,7.49,8.97,0.0
20191129:1011,390.28,13.04,7.11,10.0,0.0
20191129:1111,293.7,14.35,7.19,9.66,0.0
20191129:1211,238.99,13.47,7.23,9.17,0.0
20191129:1311,181.22,10.49,7.37,8.34,0.0
20191129:1411,23.48,5.65,7.53,8.0,0.0
20191129:1511,0.0,0.0,7.65,7.66,0.0
20191129:1611,0.0,0.0,7.87,7.38,0.0
20191129:1711,0.0,0.0,7.89,8.21,0.0
20191129:1811,0.0,0.0,7.83,8.76,0.0
20191129:1911,0.0,0.0,7.85,8.9,0.0
20191129:2011,0.0,0.0,7.86,8.9,0.0
20191129:2111,0.0,0.0,7.5,8.97,0.0
20191129:2211,0.0,0.0,8.0,7.31,0.0
20191129:2311,0.0,0.0,7.45,7.72,0.0
20191130:0011,0.0,0.0,7.27,8.21,0.0
20191130:0111,0.0,0.0,7.05,8.21,0.0
20191130:0211,0.0,0.0,7.0,7.86,0.0
20191130:0311,0.0,0.0,7.01,7.59,0.0
20191130:0411,0.0,0.0,7.13,7.38,0.0
20191130:0511,0.0,0.0,7.13,7.52,0.0
20191130:0611,0.0,0.0,7.12,7.59,0.0
20191130:0711,0.0,0.0,7.18,7.45,0.0
20191130:0811,16.25,4.3,7.23,7.52,0.0
20191130:0911,318.91,9.47,7.3,7.59,0.0
20191130:1011,318.17,12.86,7.55,7.24,0.0
20191130:1111,204.22,14.18,7.72,6.97,0.0
20191130:1211,519.99,13.32,7.87,6.62,0.0
20191130:1311,425.81,10.35,8.12,6.07,0.0
20191130:1411,68.01,5.53,8.25,6.34,0.0
20191130:1511,0.0,0.0,8.39,5.86,0.0
20191130:1611,0.0,0.0,8.34,5.93,0.0
20191130:1711,0.0,0.0,7.89,6.0,0.0
20191130:1811,0.0,0.0,7.28,5.59,0.0
20191130:1911,0.0,0.0,7.34,4.69,0.0
20191130:2011,0.0,0.0,7.48,3.72,0.0
20191130:2111,0.0,0.0,7.64,2.9,0.0
20191130:2211,0.0,0.0,7.47,1.24,0.0
20191130:2311,0.0,0.0,7.59,0.97,0.0
20191201:0011,0.0,0.0,7.71,1.1,0.0
20191201:0111,0.0,0.0,7.84,1.72,0.0
20191201:0211,0.0,0.0,7.89,2.07,0.0
20191201:0311,0.0,0.0,7.87,2.07,0.0
20191201:0411,0.0,0.0,7.83,2.0,0.0
20191201:0511,0.0,0.0,7.66,1.79,0.0
20191201:0611,0.0,0.0,7.45,1.66,0.0
20191201:0711,0.0,0.0,7.27,2.28,0.0
20191201:0811,26.0,4.12,7.09,2.48,0.0
20191201:0911,288.24,9.29,6.82,2.41,0.0
20191201:1011,216.7,12.69,6.68,1.72,0.0
20191201:1111,439.49,14.02,6.65,0.83,0.0
20191201:1211,99.02,13.17,6.63,0.28,0.0
20191201:1311,52.65,10.22,6.49,1.52,0.0
20191201:1411,67.68,5.42,6.47,2.41,0.0
20191201:1511,0.0,0.0,6.57,2.76,0.0
20191201:1611,0.0,0.0,6.75,3.45,0.0
20191201:1711,0.0,0.0,7.04,4.34,0.0
20191201:1811,0.0,0.0,7.3,5.03,0.0
20191201:1911,0.0,0.0,7.53,6.0,0.0
20191201:2011,0.0,0.0,7.85,6.55,0.0
20191201:2111,0.0,0.0,7.85,6.41,0.0
20191201:2211,0.0,0.0,7.79,6.14,0.0
20191201:2311,0.0,0.0,7.52,7.72,0.0
20191202:0011,0.0,0.0,7.41,8.28,0.0
20191202:0111,0.0,0.0,7.53,7.72,0.0
20191202:0211,0.0,0.0,7.86,7.93,0.0
20191202:0311,0.0,0.0,8.15,8.21,0.0
20191202:0411,0.0,0.0,8.32,8.62,0.0
20191202:0511,0.0,0.0,8.07,8.76,0.0
20191202:0611,0.0,0.0,7.98,8.83,0.0
20191202:0711,0.0,0.0,7.79,9.31,0.0
20191202:0811,6.32,3.95,7.81,10.21,0.0
20191202:0911,120.47,9.12,7.84,10.69,0.0
20191202:1011,102.92,12.52,7.9,11.52,0.0
20191202:1111,317.28,13.86,7.9,11.79,0.0
20191202:1211,122.45,13.03,7.86,11.59,0.0
20191202:1311,30.7,10.1,7.93,10.62,0.0
20191202:1411,59.82,5.31,7.85,9.86,0.0
20191202:1511,0.0,0.0,7.97,9.59,0.0
20191202:1611,0.0,0.0,8.14,9.59,0.0
20191202:1711,0.0,0.0,8.17,9.1,0.0
20191202:1811,0.0,0.0,8.34,8.21,0.0
20191202:1911,0.0,0.0,8.58,7.1,0.0
20191202:2011,0.0,0.0,8.61,7.31,0.0
20191202:2111,0.0,0.0,8.78,6.97,0.0
20191202:2211,0.0,0.0,8.89,6.55,0.0
20191202:2311,0.0,0.0,8.96,6.28,0.0
20191203:0011,0.0,0.0,9.01,5.45,0.0
20191203:0111,0.0,0.0,9.09,4.14,0.0
20191203:0211,0.0,0.0,9.17,3.86,0.0
20191203:0311,0.0,0.0,9.25,3.79,0.0
20191203:0411,0.0,0.0,9.24,4.07,0.0
20191203:0511,0.0,0.0,9.29,5.17,0.0
20191203:0611,0.0,0.0,9.26,6.34,0.0
20191203:0711,0.0,0.0,9.39,6.83,0.0
20191203:0811,35.24,3.78,9.5,7.17,0.0
20191203:0911,37.93,8.95,9.51,8.0,0.0
20191203:1011,46.05,12.36,9.01,8.76,0.0
20191203:1111,55.99,13.72,8.81,9.45,0.0
20191203:1211,43.34,12.9,8.71,9.93,0.0
20191203:1311,35.22,9.98,8.77,10.21,0.0
20191203:1411,40.22,5.22,8.88,10.34,0.0
20191203:1511,0.0,0.0,9.01,9.86,0.0
20191203:1611,0.0,0.0,9.19,9.17,0.0
20191203:1711,0.0,0.0,9.26,8.62,0.0
20191203:1811,0.0,0.0,9.22,9.1,0.0
20191203:1911,0.0,0.0,9.14,9.66,0.0
20191203:2011,0.0,0.0,9.06,9.93,0.0
20191203:2111,0.0,0.0,9.0,10.0,0.0
20191203:2211,0.0,0.0,8.94,10.21,0.0
20191203:2311,0.0,0.0,8.94,9.45,0.0
20191204:0011,0.0,0.0,8.89,9.72,0.0
20191204:0111,0.0,0.0,8.81,9.38,0.0
20191204:0211,0.0,0.0,8.79,8.97,0.0
20191204:0311,0.0,0.0,8.71,8.97,0.0
20191204:0411,0.0,0.0,8.61,8.97,0.0
20191204:0511,0.0,0.0,8.53,8.97,0.0
20191204:0611,0.0,0.0,8.5,8.34,0.0
20191204:0711,0.0,0.0,8.34,7.72,0.0
20191204:0811,9.93,3.61,8.03,7.79,0.0
20191204:0911,27.09,8.79,7.67,8.21,0.0
20191204:1011,31.61,12.21,8.17,8.28,0.0
20191204:1111,26.19,13.58,8.12,8.76,0.0
20191204:1211,29.8,12.77,8.04,8.9,0.0
20191204:1311,27.09,9.88,7.97,8.83,0.0
20191204:1411,20.77,5.13,7.92,8.55,0.0
20191204:1511,0.0,0.0,7.93,8.62,0.0
20191204:1611,0.0,0.0,7.95,8.48,0.0
20191204:1711,0.0,0.0,7.94,8.21,0.0
20191204:1811,0.0,0.0,7.87,8.14,0.0
20191204:1911,0.0,0.0,7.64,8.34,0.0
20191204:2011,0.0,0.0,7.25,8.62,0.0
20191204:2111,0.0,0.0,6.8,8.69,0.0
20191204:2211,0.0,0.0,7.57,8.28,0.0
20191204:2311,0.0,0.0,7.44,8.41,0.0
20191205:0011,0.0,0.0,7.36,8.48,0.0
20191205:0111,0.0,0.0,7.28,8.14,0.0
20191205:0211,0.0,0.0,7.27,8.07,0.0
20191205:0311,0.0,0.0,7.27,8.07,0.0
20191205:0411,0.0,0.0,7.29,8.41,0.0
20191205:0511,0.0,0.0,7.35,8.83,0.0
20191205:0611,0.0,0.0,7.41,8.9,0.0
20191205:0711,0.0,0.0,7.38,9.1,0.0
20191205:0811,35.7,3.45,7.38,9.59,0.0
20191205:0911,303.54,8.64,7.48,9.93,0.0
20191205:1011,243.88,12.06,7.46,8.9,0.0
20191205:1111,55.99,13.44,7.49,9.79,0.0
20191205:1211,109.81,12.66,7.48,10.21,0.0
20191205:1311,35.22,9.77,7.41,10.69,0.0
20191205:1411,12.64,5.04,7.38,11.24,0.0
20191205:1511,0.0,0.0,7.32,11.79,0.0
20191205:1611,0.0,0.0,7.28,12.34,0.0
20191205:1711,0.0,0.0,7.24,12.83,0.0
20191205:1811,0.0,0.0,7.21,13.93,0.0
20191205:1911,0.0,0.0,7.01,14.41,0.0
20191205:2011,0.0,0.0,6.83,15.45,0.0
20191205:2111,0.0,0.0,6.76,15.66,0.0
20191205:2211,0.0,0.0,6.86,15.66,0.0
20191205:2311,0.0,0.0,7.29,16.14,0.0
20191206:0011,0.0,0.0,7.86,15.86,0.0
20191206:0111,0.0,0.0,8.27,16.9,0.0
20191206:0211,0.0,0.0,8.57,15.72,0.0
20191206:0311,0.0,0.0,8.82,14.97,0.0
20191206:0411,0.0,0.0,9.0,14.76,0.0
20191206:0511,0.0,0.0,9.14,15.03,0.0
20191206:0611,0.0,0.0,9.33,14.34,0.0
20191206:0711,0.0,0.0,9.45,13.52,0.0
20191206:0811,10.84,3.3,9.35,13.31,0.0
20191206:0911,62.22,8.49,9.16,13.45,0.0
20191206:1011,42.44,11.92,8.97,12.76,0.0
20191206:1111,38.83,13.31,8.61,13.03,0.0
20191206:1211,30.7,12.54,8.34,13.1,0.0
20191206:1311,19.87,9.68,8.27,13.17,0.0
20191206:1411,15.35,4.97,8.29,13.59,0.0
20191206:1511,0.0,0.0,8.46,14.41,0.0
20191206:1611,0.0,0.0,8.64,14.41,0.0
20191206:1711,0.0,0.0,8.95,14.0,0.0
20191206:1811,0.0,0.0,9.15,14.0,0.0
20191206:1911,0.0,0.0,9.37,13.59,0.0
20191206:2011,0.0,0.0,9.45,12.76,0.0
20191206:2111,0.0,0.0,9.47,12.07,0.0
20191206:2211,0.0,0.0,9.26,11.59,0.0
20191206:2311,0.0,0.0,9.17,10.34,0.0
20191207:0011,0.0,0.0,9.59,9.59,0.0
20191207:0111,0.0,0.0,9.84,10.55,0.0
20191207:0211,0.0,0.0,9.85,11.72,0.0
20191207:0311,0.0,0.0,9.65,12.76,0.0
20191207:0411,0.0,0.0,9.59,12.28,0.0
20191207:0511,0.0,0.0,9.38,11.59,0.0
20191207:0611,0.0,0.0,9.29,11.24,0.0
20191207:0711,0.0,0.0,9.24,10.0,0.0
20191207:0811,3.61,3.15,9.34,9.31,0.0
20191207:0911,18.96,8.35,9.28,8.41,0.0
20191207:1011,97.77,11.79,9.41,9.1,0.0
20191207:1111,100.15,13.2,9.33,10.0,0.0
20191207:1211,237.15,12.44,9.22,10.41,0.0
20191207:1311,52.99,9.6,9.14,9.93,0.0
20191207:1411,30.42,4.9,9.2,10.0,0.0
20191207:1511,0.0,0.0,9.27,10.0,0.0
20191207:1611,0.0,0.0,9.28,9.86,0.0
20191207:1711,0.0,0.0,9.34,9.59,0.0
20191207:1811,0.0,0.0,9.3,9.59,0.0
20191207:1911,0.0,0.0,9.17,10.21,0.0
20191207:2011,0.0,0.0,8.92,11.86,0.0
20191207:2111,0.0,0.0,8.86,11.72,0.0
20191207:2211,0.0,0.0,9.06,11.59,0.0
20191207:2311,0.0,0.0,8.78,11.59,0.0
20191208:0011,0.0,0.0,8.45,11.45,0.0
20191208:0111,0.0,0.0,8.19,12.28,0.0
20191208:0211,0.0,0.0,8.32,13.17,0.0
20191208:0311,0.0,0.0,8.53,14.62,0.0
20191208:0411,0.0,0.0,8.77,15.1,0.0
20191208:0511,0.0,0.0,8.78,15.31,0.0
20191208:0611,0.0,0.0,8.71,14.55,0.0
20191208:0711,0.0,0.0,8.69,14.83,0.0
20191208:0811,9.93,3.01,8.85,15.1,0.0
20191208:0911,160.8,8.21,9.07,16.14,0.0
20191208:1011,25.28,11.66,9.51,16.14,0.0
20191208:1111,54.18,13.08,9.94,15.17,0.0
20191208:1211,32.51,12.34,9.96,13.72,0.0
20191208:1311,265.49,9.52,9.92,13.86,0.0
20191208:1411,13.55,4.83,9.67,14.97,0.0
20191208:1511,0.0,0.0,9.43,15.59,0.0
20191208:1611,0.0,0.0,9.0,15.17,0.0
20191208:1711,0.0,0.0,8.57,15.17,0.0
20191208:1811,0.0,0.0,7.97,14.83,0.0
20191208:1911,0.0,0.0,7.78,14.69,0.0
20191208:2011,0.0,0.0,7.62,14.55,0.0
20191208:2111,0.0,0.0,7.61,14.28,0.0
20191208:2211,0.0,0.0,7.73,14.0,0.0
20191208:2311,0.0,0.0,7.61,14.21,0.0
20191209:0011,0.0,0.0,7.55,14.34,0.0
20191209:0111,0.0,0.0,7.56,14.69,0.0
20191209:0211,0.0,0.0,7.61,14.07,0.0
20191209:0311,0.0,0.0,7.72,13.86,0.0
20191209:0411,0.0,0.0,7.7,13.66,0.0
20191209:0511,0.0,0.0,7.54,13.38,0.0
20191209:0611,0.0,0.0,7.44,13.72,0.0
20191209:0711,0.0,0.0,7.44,13.52,0.0
20191209:0811,10.84,2.88,7.61,12.62,0.0
20191209:0911,8.13,8.09,7.53,12.0,0.0
20191209:1011,13.55,11.55,7.58,9.66,0.0
20191209:1111,15.35,12.98,7.69,8.76,0.0
20191209:1211,14.45,12.26,7.86,8.76,0.0
20191209:1311,39.73,9.44,7.96,9.72,0.0
20191209:1411,38.65,4.78,8.42,11.72,0.0
20191209:1511,0.0,0.0,8.41,13.17,0.0
20191209:1611,0.0,0.0,8.17,13.52,0.0
20191209:1711,0.0,0.0,7.94,13.31,0.0
20191209:1811,0.0,0.0,7.86,13.86,0.0
20191209:1911,0.0,0.0,7.88,14.62,0.0
20191209:2011,0.0,0.0,7.82,15.24,0.0
20191209:2111,0.0,0.0,7.77,14.83,0.0
20191209:2211,0.0,0.0,7.55,13.45,0.0
20191209:2311,0.0,0.0,7.53,13.59,0.0
20191210:0011,0.0,0.0,7.5,13.38,0.0
20191210:0111,0.0,0.0,7.4,12.34,0.0
20191210:0211,0.0,0.0,7.5,11.59,0.0
20191210:0311,0.0,0.0,7.57,10.07,0.0
20191210:0411,0.0,0.0,7.56,10.41,0.0
20191210:0511,0.0,0.0,7.48,8.55,0.0
20191210:0611,0.0,0.0,7.34,7.03,0.0
20191210:0711,0.0,0.0,7.38,6.55,0.0
20191210:0811,1.81,2.75,7.54,5.45,0.0
20191210:0911,236.18,7.96,7.74,5.79,0.0
20191210:1011,298.18,11.43,7.63,8.21,0.0
20191210:1111,198.21,12.88,7.02,9.79,0.0
20191210:1211,215.96,12.17,6.73,10.48,0.0
20191210:1311,297.01,9.38,6.71,10.76,0.0
20191210:1411,93.67,4.73,6.52,11.72,0.0
20191210:1511,0.0,0.0,6.37,13.17,0.0
20191210:1611,0.0,0.0,6.23,13.72,0.0
20191210:1711,0.0,0.0,6.07,14.07,0.0
20191210:1811,0.0,0.0,6.01,14.55,0.0
20191210:1911,0.0,0.0,6.06,15.03,0.0
20191210:2011,0.0,0.0,6.07,15.17,0.0
20191210:2111,0.0,0.0,6.26,15.1,0.0
20191210:2211,0.0,0.0,6.82,14.83,0.0
20191210:2311,0.0,0.0,7.11,15.1,0.0
20191211:0011,0.0,0.0,7.48,15.03,0.0
20191211:0111,0.0,0.0,7.6,14.41,0.0
20191211:0211,0.0,0.0,7.79,14.07,0.0
20191211:0311,0.0,0.0,8.02,13.86,0.0
20191211:0411,0.0,0.0,8.35,12.48,0.0
20191211:0511,0.0,0.0,8.55,10.97,0.0
20191211:0611,0.0,0.0,8.53,9.72,0.0
20191211:0711,0.0,0.0,8.4,8.9,0.0
20191211:0811,3.61,2.62,8.2,8.41,0.0
20191211:0911,193.07,7.85,7.97,8.21,0.0
20191211:1011,183.88,11.33,7.72,8.0,0.0
20191211:1111,217.26,12.79,7.61,8.07,0.0
20191211:1211,129.06,12.1,7.53,7.93,0.0
20191211:1311,68.51,9.32,7.55,7.59,0.0
20191211:1411,30.78,4.69,7.52,7.38,0.0
20191211:1511,0.0,0.0,7.49,7.03,0.0
20191211:1611,0.0,0.0,7.46,6.69,0.0
20191211:1711,0.0,0.0,7.4,6.55,0.0
20191211:1811,0.0,0.0,7.26,6.34,0.0
20191211:1911,0.0,0.0,7.13,6.28,0.0
20191211:2011,0.0,0.0,6.99,6.34,0.0
20191211:2111,0.0,0.0,6.81,6.62,0.0
20191211:2211,0.0,0.0,6.58,6.41,0.0
20191211:2311,0.0,0.0,6.37,6.41,0.0
20191212:0011,0.0,0.0,6.24,6.69,0.0
20191212:0111,0.0,0.0,6.13,7.52,0.0
20191212:0211,0.0,0.0,6.03,7.72,0.0
20191212:0311,0.0,0.0,5.96,8.28,0.0
20191212:0411,0.0,0.0,5.93,9.03,0.0
20191212:0511,0.0,0.0,5.97,9.31,0.0
20191212:0611,0.0,0.0,5.99,9.24,0.0
20191212:0711,0.0,0.0,5.97,8.9,0.0
20191212:0811,3.61,2.51,5.83,8.41,0.0
20191212:0911,29.8,7.74,5.95,7.59,0.0
20191212:1011,67.95,11.23,6.59,6.41,0.0
20191212:1111,222.71,12.71,6.51,6.62,0.0
20191212:1211,546.38,12.03,6.43,7.31,0.0
20191212:1311,266.23,9.28,6.25,8.21,0.0
20191212:1411,8.13,4.66,6.12,9.1,0.0
20191212:1511,0.0,0.0,6.07,9.72,0.0
20191212:1611,0.0,0.0,5.75,10.48,0.0
20191212:1711,0.0,0.0,5.43,11.1,0.0
20191212:1811,0.0,0.0,5.11,11.45,0.0
20191212:1911,0.0,0.0,4.94,11.52,0.0
20191212:2011,0.0,0.0,4.87,11.66,0.0
20191212:2111,0.0,0.0,4.92,11.86,0.0
20191212:2211,0.0,0.0,5.03,11.72,0.0
20191212:2311,0.0,0.0,4.87,11.52,0.0
20191213:0011,0.0,0.0,4.71,11.17,0.0
20191213:0111,0.0,0.0,4.54,10.9,0.0
20191213:0211,0.0,0.0,4.4,11.31,0.0
20191213:0311,0.0,0.0,4.34,11.31,0.0
20191213:0411,0.0,0.0,4.34,11.1,0.0
20191213:0511,0.0,0.0,4.27,11.17,0.0
20191213:0611,0.0,0.0,4.2,10.9,0.0
20191213:0711,0.0,0.0,4.2,10.28,0.0
20191213:0811,3.61,2.4,4.17,9.59,0.0
20191213:0911,80.98,7.64,4.07,8.69,0.0
20191213:1011,483.99,11.14,4.2,7.93,0.0
20191213:1111,126.66,12.63,4.14,7.17,0.0
20191213:1211,18.96,11.98,4.3,7.1,0.0
20191213:1311,106.62,9.23,4.37,6.83,0.0
20191213:1411,48.56,4.63,4.42,7.03,0.0
20191213:1511,0.0,0.0,4.49,7.45,0.0
20191213:1611,0.0,0.0,4.46,7.66,0.0
20191213:1711,0.0,0.0,4.49,7.93,0.0
20191213:1811,0.0,0.0,4.44,8.21,0.0
20191213:1911,0.0,0.0,4.39,7.93,0.0
20191213:2011,0.0,0.0,4.41,7.52,0.0
20191213:2111,0.0,0.0,4.47,7.52,0.0
20191213:2211,0.0,0.0,5.08,8.07,0.0
20191213:2311,0.0,0.0,5.29,9.03,0.0
20191214:0011,0.0,0.0,5.75,9.45,0.0
20191214:0111,0.0,0.0,6.22,10.0,0.0
20191214:0211,0.0,0.0,6.54,9.93,0.0
20191214:0311,0.0,0.0,6.54,10.41,0.0
20191214:0411,0.0,0.0,6.43,10.41,0.0
20191214:0511,0.0,0.0,6.34,10.69,0.0
20191214:0611,0.0,0.0,6.23,11.17,0.0
20191214:0711,0.0,0.0,6.04,10.97,0.0
20191214:0811,2.71,2.29,6.05,9.79,0.0
20191214:0911,8.13,7.55,6.32,7.17,0.0
20191214:1011,147.52,11.06,6.88,7.1,0.0
20191214:1111,33.41,12.56,6.75,6.07,0.0
20191214:1211,15.35,11.93,6.63,5.45,0.0
20191214:1311,143.62,9.2,6.52,5.79,0.0
20191214:1411,58.15,4.61,6.51,5.52,0.0
20191214:1511,0.0,0.0,6.56,5.72,0.0
20191214:1611,0.0,0.0,6.83,6.14,0.0
20191214:1711,0.0,0.0,7.42,5.86,0.0
20191214:1811,0.0,0.0,6.79,6.07,0.0
20191214:1911,0.0,0.0,6.39,5.59,0.0
20191214:2011,0.0,0.0,6.25,5.03,0.0
20191214:2111,0.0,0.0,6.2,4.41,0.0
