time,G(i),H_sun,T2m,WS10m,Int
20150122:1011,573.06,13.72,0.29,5.79,0.0
20150122:1111,516.13,15.87,0.67,5.31,0.0
20150122:1211,192.09,15.82,0.82,4.9,0.0
20150122:1311,72.55,13.56,0.92,4.62,0.0
20150122:1411,37.93,9.31,1.04,4.34,0.0
20150122:1511,32.58,3.41,1.12,4.21,0.0
20150122:1611,0.0,0.0,1.19,4.21,0.0
20150122:1711,0.0,0.0,1.27,4.14,0.0
20150122:1811,0.0,0.0,1.34,4.28,0.0
20150122:1911,0.0,0.0,1.41,4.41,0.0
20150122:2011,0.0,0.0,1.48,4.28,0.0
20150122:2111,0.0,0.0,1.52,3.93,0.0
20150122:2211,0.0,0.0,1.54,2.69,0.0
20150122:2311,0.0,0.0,1.54,2.21,0.0
20150123:0011,0.0,0.0,1.49,1.93,0.0
20150123:0111,0.0,0.0,1.47,1.86,0.0
20150123:0211,0.0,0.0,1.49,1.79,0.0
20150123:0311,0.0,0.0,1.44,1.59,0.0
20150123:0411,0.0,0.0,1.34,1.38,0.0
20150123:0511,0.0,0.0,1.27,1.72,0.0
20150123:0611,0.0,0.0,1.28,2.41,0.0
20150123:0711,0.0,0.0,1.38,2.9,0.0
20150123:0811,124.98,3.9,1.55,3.1,0.0
20150123:0911,338.6,9.75,1.71,3.52,0.0
20150123:1011,578.17,13.93,2.1,4.21,0.0
20150123:1111,677.98,16.1,2.06,4.55,0.0
20150123:1211,433.2,16.05,1.95,4.97,0.0
20150123:1311,285.18,13.8,1.87,5.52,0.0
20150123:1411,78.47,9.55,1.86,6.0,0.0
20150123:1511,145.34,3.64,1.87,6.34,0.0
20150123:1611,0.0,0.0,1.82,6.97,0.0
20150123:1711,0.0,0.0,1.66,7.86,0.0
20150123:1811,0.0,0.0,1.42,8.48,0.0
20150123:1911,0.0,0.0,1.06,9.66,0.0
20150123:2011,0.0,0.0,0.69,10.62,0.0
20150123:2111,0.0,0.0,0.46,10.97,0.0
20150123:2211,0.0,0.0,-0.2,11.1,0.0
20150123:2311,0.0,0.0,-0.1,11.59,0.0
20150124:0011,0.0,0.0,0.08,12.07,0.0
20150124:0111,0.0,0.0,0.3,12.41,0.0
20150124:0211,0.0,0.0,0.42,12.41,0.0
20150124:0311,0.0,0.0,0.44,12.28,0.0
20150124:0411,0.0,0.0,0.43,12.41,0.0
20150124:0511,0.0,0.0,0.51,12.69,0.0
20150124:0611,0.0,0.0,0.78,12.62,0.0
20150124:0711,0.0,0.0,1.09,12.69,0.0
20150124:0811,9.93,4.08,1.55,12.21,0.0
20150124:0911,32.51,9.95,2.61,9.59,0.0
20150124:1011,71.39,14.15,5.29,8.14,0.0
20150124:1111,220.81,16.33,5.72,10.0,0.0
20150124:1211,512.69,16.3,5.64,10.41,0.0
20150124:1311,540.1,14.05,5.56,9.1,0.0
20150124:1411,334.93,9.79,5.53,8.14,0.0
20150124:1511,163.94,3.88,5.5,8.14,0.0
20150124:1611,0.0,0.0,5.44,8.48,0.0
20150124:1711,0.0,0.0,5.39,8.76,0.0
20150124:1811,0.0,0.0,5.16,9.45,0.0
20150124:1911,0.0,0.0,5.07,8.83,0.0
20150124:2011,0.0,0.0,4.9,8.69,0.0
20150124:2111,0.0,0.0,4.87,8.76,0.0
20150124:2211,0.0,0.0,5.34,9.38,0.0
20150124:2311,0.0,0.0,5.23,10.28,0.0
20150125:0011,0.0,0.0,5.25,8.83,0.0
20150125:0111,0.0,0.0,5.32,9.03,0.0
20150125:0211,0.0,0.0,5.5,9.24,0.0
20150125:0311,0.0,0.0,5.63,9.24,0.0
20150125:0411,0.0,0.0,5.57,8.69,0.0
20150125:0511,0.0,0.0,5.44,7.59,0.0
20150125:0611,0.0,0.0,5.51,7.24,0.0
20150125:0711,0.0,0.0,5.55,8.07,0.0
20150125:0811,56.85,4.27,5.58,8.0,0.0
20150125:0911,196.48,10.16,5.62,7.59,0.0
20150125:1011,182.97,14.37,5.51,7.52,0.0
20150125:1111,344.05,16.57,5.5,7.24,0.0
20150125:1211,555.03,16.54,5.45,7.03,0.0
20150125:1311,581.82,14.3,5.45,6.14,0.0
20150125:1411,134.32,10.04,5.5,5.17,0.0
20150125:1511,43.34,4.12,5.5,5.03,0.0
20150125:1611,0.0,0.0,5.5,4.48,0.0
20150125:1711,0.0,0.0,5.53,4.34,0.0
20150125:1811,0.0,0.0,5.54,4.83,0.0
20150125:1911,0.0,0.0,5.49,5.59,0.0
20150125:2011,0.0,0.0,5.39,6.07,0.0
20150125:2111,0.0,0.0,5.24,6.62,0.0
20150125:2211,0.0,0.0,4.93,7.59,0.0
20150125:2311,0.0,0.0,4.81,7.59,0.0
20150126:0011,0.0,0.0,4.69,8.07,0.0
20150126:0111,0.0,0.0,4.67,8.69,0.0
20150126:0211,0.0,0.0,4.8,8.9,0.0
20150126:0311,0.0,0.0,4.86,9.31,0.0
20150126:0411,0.0,0.0,4.88,9.72,0.0
20150126:0511,0.0,0.0,4.93,9.66,0.0
20150126:0611,0.0,0.0,5.02,9.45,0.0
20150126:0711,0.0,0.0,5.15,9.31,0.0
20150126:0811,3.61,4.47,5.29,9.24,0.0
20150126:0911,34.31,10.37,5.43,9.24,0.0
20150126:1011,38.83,14.6,5.28,9.38,0.0
20150126:1111,46.05,16.81,5.42,9.86,0.0
20150126:1211,65.92,16.8,5.72,9.86,0.0
20150126:1311,35.22,14.55,6.15,9.24,0.0
20150126:1411,74.07,10.29,6.44,9.45,0.0
20150126:1511,75.25,4.37,6.3,10.21,0.0
20150126:1611,0.0,0.0,6.09,10.48,0.0
20150126:1711,0.0,0.0,5.91,10.62,0.0
20150126:1811,0.0,0.0,5.66,11.1,0.0
20150126:1911,0.0,0.0,5.44,10.9,0.0
20150126:2011,0.0,0.0,5.5,10.62,0.0
20150126:2111,0.0,0.0,5.44,11.1,0.0
20150126:2211,0.0,0.0,5.55,13.72,0.0
20150126:2311,0.0,0.0,5.48,13.1,0.0
20150127:0011,0.0,0.0,5.44,12.07,0.0
20150127:0111,0.0,0.0,5.37,12.07,0.0
20150127:0211,0.0,0.0,5.39,11.45,0.0
20150127:0311,0.0,0.0,5.37,11.45,0.0
20150127:0411,0.0,0.0,5.4,11.79,0.0
20150127:0511,0.0,0.0,5.53,11.79,0.0
20150127:0611,0.0,0.0,5.59,11.38,0.0
20150127:0711,0.0,0.0,5.65,11.38,0.0
20150127:0811,189.66,4.67,5.72,11.03,0.0
20150127:0911,421.09,10.59,5.77,10.34,0.0
20150127:1011,366.78,14.84,5.69,9.79,0.0
20150127:1111,626.49,17.06,5.67,9.24,0.0
20150127:1211,55.08,17.06,5.65,8.48,0.0
20150127:1311,285.5,14.81,5.62,8.14,0.0
20150127:1411,377.61,10.55,5.66,7.86,0.0
20150127:1511,178.18,4.62,5.64,6.97,0.0
20150127:1611,0.0,0.0,5.63,6.55,0.0
20150127:1711,0.0,0.0,5.62,6.14,0.0
20150127:1811,0.0,0.0,5.57,5.38,0.0
20150127:1911,0.0,0.0,5.54,5.59,0.0
20150127:2011,0.0,0.0,5.55,6.14,0.0
20150127:2111,0.0,0.0,5.56,6.21,0.0
20150127:2211,0.0,0.0,5.5,6.83,0.0
20150127:2311,0.0,0.0,5.47,7.59,0.0
20150128:0011,0.0,0.0,5.39,8.34,0.0
20150128:0111,0.0,0.0,5.31,8.97,0.0
20150128:0211,0.0,0.0,5.27,9.03,0.0
20150128:0311,0.0,0.0,5.15,9.31,0.0
20150128:0411,0.0,0.0,5.14,9.86,0.0
20150128:0511,0.0,0.0,5.17,10.48,0.0
20150128:0611,0.0,0.0,5.13,11.03,0.0
20150128:0711,0.0,0.0,5.04,11.24,0.0
20150128:0811,49.52,4.88,4.96,11.59,0.0
20150128:0911,40.64,10.81,4.83,12.48,0.0
20150128:1011,37.93,15.08,4.85,12.9,0.0
20150128:1111,41.54,17.32,4.89,13.59,0.0
20150128:1211,53.28,17.32,5.01,14.41,0.0
20150128:1311,46.05,15.08,5.03,14.62,0.0
20150128:1411,34.31,10.81,5.07,14.76,0.0
20150128:1511,16.25,4.88,5.08,16.83,0.0
20150128:1611,0.0,0.0,5.22,16.0,0.0
20150128:1711,0.0,0.0,5.51,13.79,0.0
20150128:1811,0.0,0.0,4.63,14.69,0.0
20150128:1911,0.0,0.0,4.17,14.41,0.0
20150128:2011,0.0,0.0,4.42,14.83,0.0
20150128:2111,0.0,0.0,3.78,14.28,0.0
20150128:2211,0.0,0.0,3.11,14.83,0.0
20150128:2311,0.0,0.0,2.68,14.69,0.0
20150129:0011,0.0,0.0,3.01,15.52,0.0
20150129:0111,0.0,0.0,3.26,16.62,0.0
20150129:0211,0.0,0.0,2.69,16.41,0.0
20150129:0311,0.0,0.0,2.16,15.86,0.0
20150129:0411,0.0,0.0,2.05,14.76,0.0
20150129:0511,0.0,0.0,1.96,14.55,0.0
20150129:0611,0.0,0.0,1.71,14.28,0.0
20150129:0711,0.0,0.0,1.77,14.0,0.0
20150129:0811,83.27,5.09,1.86,13.93,0.0
20150129:0911,16.25,11.04,2.01,13.86,0.0
20150129:1011,53.28,15.33,2.38,12.97,0.0
20150129:1111,35.22,17.58,2.14,14.76,0.0
20150129:1211,37.93,17.59,2.21,14.97,0.0
20150129:1311,43.34,15.35,2.06,14.0,0.0
20150129:1411,27.99,11.08,2.12,13.03,0.0
20150129:1511,66.96,5.14,2.24,12.41,0.0
20150129:1611,0.0,0.0,2.24,12.14,0.0
20150129:1711,0.0,0.0,2.38,11.52,0.0
20150129:1811,0.0,0.0,2.8,10.48,0.0
20150129:1911,0.0,0.0,2.77,9.66,0.0
20150129:2011,0.0,0.0,2.4,8.97,0.0
20150129:2111,0.0,0.0,2.09,8.97,0.0
20150129:2211,0.0,0.0,2.04,7.66,0.0
20150129:2311,0.0,0.0,1.93,6.83,0.0
20150130:0011,0.0,0.0,1.86,5.1,0.0
20150130:0111,0.0,0.0,1.92,3.86,0.0
20150130:0211,0.0,0.0,1.98,2.48,0.0
20150130:0311,0.0,0.0,1.95,1.79,0.0
20150130:0411,0.0,0.0,1.96,1.45,0.0
20150130:0511,0.0,0.0,1.96,0.83,0.0
20150130:0611,0.0,0.0,1.93,0.69,0.0
20150130:0711,0.0,0.0,2.01,0.83,0.0
20150130:0811,101.22,5.31,2.11,1.03,0.0
20150130:0911,134.56,11.28,2.34,0.69,0.0
20150130:1011,291.71,15.58,2.01,1.03,0.0
20150130:1111,744.81,17.85,2.16,0.83,0.0
20150130:1211,735.35,17.86,2.24,0.41,0.0
20150130:1311,668.45,15.63,2.26,1.72,0.0
20150130:1411,490.1,11.35,2.36,2.14,0.0
20150130:1511,256.39,5.4,2.5,1.79,0.0
20150130:1611,0.0,0.0,2.7,2.21,0.0
20150130:1711,0.0,0.0,2.84,3.31,0.0
20150130:1811,0.0,0.0,2.93,4.21,0.0
20150130:1911,0.0,0.0,3.09,4.69,0.0
20150130:2011,0.0,0.0,3.34,4.97,0.0
20150130:2111,0.0,0.0,3.52,5.03,0.0
20150130:2211,0.0,0.0,3.23,4.34,0.0
20150130:2311,0.0,0.0,3.17,4.69,0.0
20150131:0011,0.0,0.0,2.94,4.83,0.0
20150131:0111,0.0,0.0,2.58,5.38,0.0
20150131:0211,0.0,0.0,2.28,5.66,0.0
20150131:0311,0.0,0.0,2.15,5.45,0.0
20150131:0411,0.0,0.0,2.07,5.38,0.0
20150131:0511,0.0,0.0,2.08,4.76,0.0
20150131:0611,0.0,0.0,2.03,4.28,0.0
20150131:0711,0.0,0.0,1.95,4.41,0.0
20150131:0811,37.44,5.53,1.9,4.69,0.0
20150131:0911,58.9,11.52,1.88,4.76,0.0
20150131:1011,59.6,15.84,1.51,4.28,0.0
20150131:1111,55.99,18.12,1.61,4.28,0.0
20150131:1211,64.11,18.14,1.72,3.86,0.0
20150131:1311,70.44,15.9,1.78,3.59,0.0
20150131:1411,87.41,11.62,1.87,3.52,0.0
20150131:1511,209.46,5.66,1.94,3.31,0.0
20150131:1611,0.0,0.0,2.02,2.9,0.0
20150131:1711,0.0,0.0,2.15,2.62,0.0
20150131:1811,0.0,0.0,2.27,2.62,0.0
20150131:1911,0.0,0.0,2.36,2.21,0.0
20150131:2011,0.0,0.0,2.39,1.59,0.0
20150131:2111,0.0,0.0,2.34,1.1,0.0
20150131:2211,0.0,0.0,1.63,3.17,0.0
20150131:2311,0.0,0.0,1.75,2.83,0.0
20150201:0011,0.0,0.0,1.9,2.9,0.0
20150201:0111,0.0,0.0,2.09,3.24,0.0
20150201:0211,0.0,0.0,2.26,2.97,0.0
20150201:0311,0.0,0.0,2.42,2.69,0.0
20150201:0411,0.0,0.0,2.5,2.48,0.0
20150201:0511,0.0,0.0,2.53,2.48,0.0
20150201:0611,0.0,0.0,2.52,2.21,0.0
20150201:0711,0.0,0.0,2.52,2.21,0.0
20150201:0811,29.88,5.76,2.64,2.62,0.0
20150201:0911,113.24,11.77,2.85,3.79,0.0
20150201:1011,176.4,16.11,3.56,4.41,0.0
20150201:1111,146.08,18.4,3.72,5.52,0.0
20150201:1211,150.57,18.43,3.96,6.9,0.0
20150201:1311,100.65,16.19,4.19,8.07,0.0
20150201:1411,20.77,11.9,4.3,9.03,0.0
20150201:1511,40.91,5.93,4.39,9.24,0.0
20150201:1611,0.0,0.0,4.45,8.83,0.0
20150201:1711,0.0,0.0,4.56,8.69,0.0
20150201:1811,0.0,0.0,4.71,8.97,0.0
20150201:1911,0.0,0.0,4.78,9.52,0.0
20150201:2011,0.0,0.0,4.79,10.07,0.0
20150201:2111,0.0,0.0,4.86,10.41,0.0
20150201:2211,0.0,0.0,4.65,9.93,0.0
20150201:2311,0.0,0.0,4.79,9.17,0.0
20150202:0011,0.0,0.0,4.75,9.66,0.0
20150202:0111,0.0,0.0,4.36,10.76,0.0
20150202:0211,0.0,0.0,3.88,9.79,0.0
20150202:0311,0.0,0.0,3.47,9.72,0.0
20150202:0411,0.0,0.0,3.38,9.59,0.0
20150202:0511,0.0,0.0,3.25,9.59,0.0
20150202:0611,0.0,0.0,3.23,8.9,0.0
20150202:0711,0.0,0.0,3.21,8.48,0.0
20150202:0811,251.32,6.0,3.17,8.41,0.0
20150202:0911,442.03,12.03,3.18,8.55,0.0
20150202:1011,591.22,16.38,3.84,9.24,0.0
20150202:1111,557.28,18.68,3.77,9.03,0.0
20150202:1211,680.14,18.72,3.46,8.28,0.0
20150202:1311,560.83,16.48,3.07,6.97,0.0
20150202:1411,64.37,12.18,2.83,5.93,0.0
20150202:1511,21.67,6.2,2.74,5.59,0.0
20150202:1611,0.0,0.0,2.93,6.48,0.0
20150202:1711,0.0,0.0,3.28,7.03,0.0
20150202:1811,0.0,0.0,3.72,7.1,0.0
20150202:1911,0.0,0.0,4.07,6.9,0.0
20150202:2011,0.0,0.0,4.27,6.76,0.0
20150202:2111,0.0,0.0,4.36,6.48,0.0
20150202:2211,0.0,0.0,3.7,5.38,0.0
20150202:2311,0.0,0.0,3.64,4.62,0.0
20150203:0011,0.0,0.0,3.58,4.55,0.0
20150203:0111,0.0,0.0,3.54,4.69,0.0
20150203:0211,0.0,0.0,3.61,5.03,0.0
20150203:0311,0.0,0.0,3.78,5.45,0.0
20150203:0411,0.0,0.0,3.95,5.86,0.0
20150203:0511,0.0,0.0,4.0,6.14,0.0
20150203:0611,0.0,0.0,3.82,6.48,0.0
20150203:0711,0.0,0.0,3.38,6.9,0.0
20150203:0811,116.51,6.24,2.64,7.1,0.0
20150203:0911,280.42,12.29,2.01,7.93,0.0
20150203:1011,211.79,16.65,2.23,8.34,0.0
20150203:1111,66.82,18.97,1.93,8.9,0.0
20150203:1211,166.9,19.01,1.61,8.34,0.0
20150203:1311,37.93,16.77,1.43,7.72,0.0
20150203:1411,62.46,12.47,1.4,7.66,0.0
20150203:1511,50.21,6.47,1.48,8.0,0.0
20150203:1611,0.0,0.0,1.68,8.21,0.0
20150203:1711,0.0,0.0,1.84,8.55,0.0
20150203:1811,0.0,0.0,1.93,8.83,0.0
20150203:1911,0.0,0.0,1.95,8.83,0.0
20150203:2011,0.0,0.0,1.97,8.34,0.0
20150203:2111,0.0,0.0,1.97,7.86,0.0
20150203:2211,0.0,0.0,2.1,8.34,0.0
20150203:2311,0.0,0.0,2.01,7.86,0.0
20150204:0011,0.0,0.0,1.92,6.9,0.0
20150204:0111,0.0,0.0,1.76,6.07,0.0
20150204:0211,0.0,0.0,1.64,5.72,0.0
20150204:0311,0.0,0.0,1.47,5.66,0.0
20150204:0411,0.0,0.0,1.32,5.86,0.0
20150204:0511,0.0,0.0,1.15,6.07,0.0
20150204:0611,0.0,0.0,0.92,6.34,0.0
20150204:0711,0.0,0.0,0.78,6.48,0.0
20150204:0811,232.35,6.49,0.7,6.62,0.0
20150204:0911,498.29,12.55,0.55,7.1,0.0
20150204:1011,672.87,16.93,1.2,7.93,0.0
20150204:1111,732.56,19.27,1.18,7.93,0.0
20150204:1211,249.17,19.31,1.22,8.14,0.0
20150204:1311,309.35,17.06,1.4,8.34,0.0
20150204:1411,473.52,12.75,1.52,8.55,0.0
20150204:1511,170.59,6.75,1.67,8.41,0.0
20150204:1611,0.0,0.0,1.69,7.93,0.0
20150204:1711,0.0,0.0,1.6,7.59,0.0
20150204:1811,0.0,0.0,1.4,7.03,0.0
20150204:1911,0.0,0.0,1.27,6.55,0.0
20150204:2011,0.0,0.0,1.04,6.07,0.0
20150204:2111,0.0,0.0,0.92,5.79,0.0
20150204:2211,0.0,0.0,0.94,6.69,0.0
20150204:2311,0.0,0.0,0.69,6.76,0.0
20150205:0011,0.0,0.0,0.43,6.34,0.0
20150205:0111,0.0,0.0,0.27,5.79,0.0
20150205:0211,0.0,0.0,0.21,6.07,0.0
20150205:0311,0.0,0.0,0.2,6.55,0.0
20150205:0411,0.0,0.0,0.22,6.97,0.0
20150205:0511,0.0,0.0,0.23,7.24,0.0
20150205:0611,0.0,0.0,0.26,7.59,0.0
20150205:0711,0.0,0.0,0.4,7.93,0.0
20150205:0811,49.92,6.75,0.47,8.14,0.0
20150205:0911,61.24,12.82,0.51,8.14,0.0
20150205:1011,70.44,17.22,0.72,7.66,0.0
20150205:1111,65.92,19.56,0.86,7.24,0.0
20150205:1211,217.54,19.61,1.09,6.69,0.0
20150205:1311,70.44,17.36,1.37,6.28,0.0
20150205:1411,44.25,13.04,1.72,6.14,0.0
20150205:1511,167.76,7.03,1.86,6.28,0.0
20150205:1611,0.0,0.0,1.99,6.55,0.0
20150205:1711,0.0,0.0,1.95,6.97,0.0
20150205:1811,0.0,0.0,1.79,7.1,0.0
20150205:1911,0.0,0.0,1.54,7.17,0.0
20150205:2011,0.0,0.0,1.28,7.17,0.0
20150205:2111,0.0,0.0,1.09,7.17,0.0
20150205:2211,0.0,0.0,0.78,7.24,0.0
20150205:2311,0.0,0.0,0.62,7.17,0.0
20150206:0011,0.0,0.0,0.6,6.9,0.0
20150206:0111,0.0,0.0,0.65,6.76,0.0
20150206:0211,0.0,0.0,0.64,6.48,0.0
20150206:0311,0.0,0.0,0.59,5.93,0.0
20150206:0411,0.0,0.0,0.53,5.86,0.0
20150206:0511,0.0,0.0,0.44,5.72,0.0
20150206:0611,0.0,0.0,0.32,4.83,0.0
20150206:0711,0.0,0.0,0.26,4.34,0.0
20150206:0811,196.5,7.0,0.19,3.86,0.0
20150206:0911,464.39,13.1,0.11,3.1,0.0
20150206:1011,649.32,17.51,0.17,2.21,0.0
20150206:1111,696.28,19.87,0.21,2.21,0.0
20150206:1211,698.2,19.92,0.33,2.07,0.0
20150206:1311,697.21,17.67,0.49,2.41,0.0
20150206:1411,533.76,13.34,0.75,2.48,0.0
20150206:1511,235.26,7.31,1.14,2.55,0.0
20150206:1611,0.0,0.0,1.7,3.17,0.0
20150206:1711,0.0,0.0,2.38,3.66,0.0
20150206:1811,0.0,0.0,2.97,4.34,0.0
20150206:1911,0.0,0.0,3.48,4.76,0.0
20150206:2011,0.0,0.0,3.79,4.76,0.0
20150206:2111,0.0,0.0,4.03,4.9,0.0
20150206:2211,0.0,0.0,4.27,5.79,0.0
20150206:2311,0.0,0.0,4.37,6.69,0.0
20150207:0011,0.0,0.0,4.48,6.83,0.0
20150207:0111,0.0,0.0,4.57,6.97,0.0
20150207:0211,0.0,0.0,4.68,6.76,0.0
20150207:0311,0.0,0.0,4.79,6.76,0.0
20150207:0411,0.0,0.0,4.91,7.1,0.0
20150207:0511,0.0,0.0,5.02,7.52,0.0
20150207:0611,0.0,0.0,5.07,8.14,0.0
20150207:0711,0.0,0.0,5.09,8.34,0.0
20150207:0811,177.57,7.27,5.22,8.41,0.0
20150207:0911,144.05,13.38,5.33,8.76,0.0
20150207:1011,185.03,17.81,5.3,8.97,0.0
20150207:1111,176.74,20.17,5.32,9.72,0.0
20150207:1211,99.57,20.23,5.36,10.41,0.0
20150207:1311,210.15,17.97,5.47,11.31,0.0
20150207:1411,54.18,13.64,5.46,12.07,0.0
20150207:1511,77.85,7.6,5.36,11.72,0.0
20150207:1611,0.0,0.0,5.38,11.66,0.0
20150207:1711,0.0,0.0,5.52,12.55,0.0
20150207:1811,0.0,0.0,5.52,12.55,0.0
20150207:1911,0.0,0.0,5.42,12.76,0.0
20150207:2011,0.0,0.0,5.21,12.97,0.0
20150207:2111,0.0,0.0,4.87,13.1,0.0
20150207:2211,0.0,0.0,5.22,14.76,0.0
20150207:2311,0.0,0.0,4.99,15.24,0.0
20150208:0011,0.0,0.0,4.67,14.9,0.0
20150208:0111,0.0,0.0,4.36,16.14,0.0
20150208:0211,0.0,0.0,4.15,16.14,0.0
20150208:0311,0.0,0.0,3.97,15.59,0.0
20150208:0411,0.0,0.0,3.87,15.59,0.0
20150208:0511,0.0,0.0,3.69,15.24,0.0
20150208:0611,0.0,0.0,3.65,14.69,0.0
20150208:0711,0.0,0.0,3.61,14.21,0.0
20150208:0811,57.45,7.54,3.61,13.45,0.0
20150208:0911,269.69,13.66,3.63,11.86,0.0
20150208:1011,415.3,18.11,3.5,8.76,0.0
20150208:1111,739.0,20.49,3.54,7.38,0.0
20150208:1211,497.91,20.55,3.65,7.1,0.0
20150208:1311,603.3,18.29,3.77,6.62,0.0
20150208:1411,292.3,13.94,4.04,6.07,0.0
20150208:1511,17.16,7.89,4.33,6.41,0.0
20150208:1611,0.0,0.0,4.53,6.76,0.0
20150208:1711,0.0,0.0,4.75,6.83,0.0
20150208:1811,0.0,0.0,4.91,7.59,0.0
20150208:1911,0.0,0.0,5.06,9.03,0.0
20150208:2011,0.0,0.0,5.17,10.62,0.0
20150208:2111,0.0,0.0,5.24,11.31,0.0
20150208:2211,0.0,0.0,5.49,11.79,0.0
20150208:2311,0.0,0.0,5.58,11.79,0.0
20150209:0011,0.0,0.0,5.63,12.07,0.0
20150209:0111,0.0,0.0,5.63,12.14,0.0
20150209:0211,0.0,0.0,5.64,12.0,0.0
20150209:0311,0.0,0.0,5.65,11.79,0.0
20150209:0411,0.0,0.0,5.65,11.66,0.0
20150209:0511,0.0,0.0,5.66,11.66,0.0
20150209:0611,0.0,0.0,5.67,11.93,0.0
20150209:0711,0.0,0.0,5.73,11.79,0.0
20150209:0811,65.94,7.81,5.78,11.38,0.0
20150209:0911,72.79,13.95,5.81,11.03,0.0
20150209:1011,105.32,18.42,5.65,10.48,0.0
20150209:1111,114.14,20.8,5.6,10.21,0.0
20150209:1211,301.46,20.87,5.56,10.34,0.0
20150209:1311,197.55,18.6,5.5,10.48,0.0
20150209:1411,517.97,14.24,5.48,10.55,0.0
20150209:1511,202.22,8.17,5.45,10.9,0.0
20150209:1611,0.0,0.0,5.49,11.03,0.0
20150209:1711,0.0,0.0,5.51,10.69,0.0
20150209:1811,0.0,0.0,5.53,10.48,0.0
20150209:1911,0.0,0.0,5.53,10.21,0.0
20150209:2011,0.0,0.0,5.49,10.14,0.0
20150209:2111,0.0,0.0,5.46,10.14,0.0
20150209:2211,0.0,0.0,5.6,9.38,0.0
20150209:2311,0.0,0.0,5.59,9.52,0.0
20150210:0011,0.0,0.0,5.59,9.93,0.0
20150210:0111,0.0,0.0,5.59,10.28,0.0
20150210:0211,0.0,0.0,5.57,10.14,0.0
20150210:0311,0.0,0.0,5.52,9.93,0.0
20150210:0411,0.0,0.0,5.47,9.93,0.0
20150210:0511,0.0,0.0,5.42,9.72,0.0
20150210:0611,0.0,0.0,5.38,9.31,0.0
20150210:0711,0.0,0.0,5.35,8.83,0.0
20150210:0811,80.72,8.09,5.34,8.48,0.0
20150210:0911,295.79,14.25,5.3,8.41,0.0
20150210:1011,370.42,18.73,5.44,8.21,0.0
20150210:1111,127.86,21.12,5.39,8.14,0.0
20150210:1211,582.26,21.19,5.32,8.34,0.0
20150210:1311,684.75,18.92,5.26,8.28,0.0
20150210:1411,408.9,14.54,5.22,8.07,0.0
20150210:1511,74.65,8.47,5.17,8.0,0.0
20150210:1611,0.0,0.0,5.11,7.79,0.0
20150210:1711,0.0,0.0,5.05,7.38,0.0
20150210:1811,0.0,0.0,4.96,6.62,0.0
20150210:1911,0.0,0.0,4.88,6.0,0.0
20150210:2011,0.0,0.0,4.82,5.45,0.0
20150210:2111,0.0,0.0,4.76,5.1,0.0
20150210:2211,0.0,0.0,4.62,4.55,0.0
20150210:2311,0.0,0.0,4.54,4.34,0.0
20150211:0011,0.0,0.0,4.42,3.86,0.0
20150211:0111,0.0,0.0,4.35,3.59,0.0
20150211:0211,0.0,0.0,4.25,2.9,0.0
20150211:0311,0.0,0.0,4.07,2.0,0.0
20150211:0411,0.0,0.0,3.89,1.66,0.0
20150211:0511,0.0,0.0,3.75,2.14,0.0
20150211:0611,0.0,0.0,3.53,2.41,0.0
20150211:0711,0.0,0.0,3.43,2.21,0.0
20150211:0811,57.27,8.38,3.38,1.86,0.0
20150211:0911,77.2,14.55,3.32,1.79,0.0
20150211:1011,68.63,19.04,3.4,1.86,0.0
20150211:1111,60.5,21.45,3.32,2.07,0.0
20150211:1211,51.47,21.52,3.27,2.21,0.0
20150211:1311,49.67,19.24,3.18,2.41,0.0
20150211:1411,37.93,14.85,3.12,2.9,0.0
20150211:1511,26.19,8.76,3.02,3.17,0.0
20150211:1611,0.0,0.0,2.89,3.31,0.0
20150211:1711,0.0,0.0,2.86,3.17,0.0
20150211:1811,0.0,0.0,2.89,3.45,0.0
20150211:1911,0.0,0.0,3.03,3.66,0.0
20150211:2011,0.0,0.0,3.19,3.79,0.0
20150211:2111,0.0,0.0,3.4,3.79,0.0
20150211:2211,0.0,0.0,3.46,3.03,0.0
20150211:2311,0.0,0.0,3.51,2.76,0.0
20150212:0011,0.0,0.0,3.56,2.76,0.0
20150212:0111,0.0,0.0,3.58,2.62,0.0
20150212:0211,0.0,0.0,3.57,2.34,0.0
20150212:0311,0.0,0.0,3.55,2.48,0.0
20150212:0411,0.0,0.0,3.51,2.9,0.0
20150212:0511,0.0,0.0,3.42,2.97,0.0
20150212:0611,0.0,0.0,3.36,2.69,0.0
20150212:0711,0.0,0.0,3.33,2.48,0.0
20150212:0811,36.12,8.67,3.31,2.41,0.0
20150212:0911,47.86,14.86,3.26,2.21,0.0
20150212:1011,46.96,19.36,2.69,2.28,0.0
20150212:1111,47.86,21.78,2.71,2.41,0.0
20150212:1211,42.44,21.85,2.75,2.9,0.0
20150212:1311,40.64,19.56,2.73,3.03,0.0
20150212:1411,36.12,15.16,2.76,3.1,0.0
20150212:1511,26.19,9.06,2.9,3.72,0.0
20150212:1611,0.0,0.0,2.97,4.21,0.0
20150212:1711,0.0,0.0,3.06,4.48,0.0
20150212:1811,0.0,0.0,3.26,4.76,0.0
20150212:1911,0.0,0.0,3.49,5.17,0.0
20150212:2011,0.0,0.0,3.63,5.72,0.0
20150212:2111,0.0,0.0,3.69,6.14,0.0
20150212:2211,0.0,0.0,3.13,6.07,0.0
