time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/fps,train/std,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/explained_variance,train/entropy_loss,train/loss
24917,569344,336.0,278,56549.605938830005,22,0.5136587023735046,2770,-0.006318533276498783,0.0055472488,8224365.921875,0.04580078125,0.2,0.0003,-1.1920928955078125e-07,-2.186858529597521,4363222.5
25006,571392,336.0,279,56567.61903946,22,0.5146007537841797,2780,-0.005664090666687116,0.0056906235,7775089.89375,0.036181640625,0.2,0.0003,1.1920928955078125e-07,-2.1902932658791543,3628894.25
25092,573440,336.0,280,56634.88734559,22,0.5139615535736084,2790,-0.005508673204167281,0.006074123,8097035.60625,0.041748046875,0.2,0.0003,1.7881393432617188e-07,-2.190768889337778,4348414.0
25180,575488,336.0,281,56624.766114219994,22,0.512801468372345,2800,-0.005172339093405753,0.0061756875,8212098.39375,0.0474609375,0.2,0.0003,0.0,-2.183430424332619,4375832.0
25270,577536,336.0,282,56687.822612669996,22,0.5121753215789795,2810,-0.006227037942153402,0.0059067137,7963462.546875,0.037451171875,0.2,0.0003,0.0,-2.1786372996866703,3989713.0
25361,579584,336.0,283,56711.30348128,22,0.5096040368080139,2820,-0.004302752860530746,0.0069003273,8261753.7625,0.042626953125,0.2,0.0003,-1.1920928955078125e-07,-2.1701600782573225,5384197.5
25451,581632,336.0,284,56720.23546828999,22,0.5082231163978577,2830,-0.006553061419981532,0.005890359,8219046.9703125,0.051171875,0.2,0.0003,5.960464477539063e-08,-2.1583057299256323,3860997.5
25541,583680,336.0,285,56727.69109852,22,0.5088807344436646,2840,-0.005890567792084767,0.0063873464,8221050.390625,0.057763671875,0.2,0.0003,0.0,-2.1552672825753687,4073017.25
25631,585728,336.0,286,56760.61295041,22,0.5062536597251892,2850,-0.007909365512023214,0.005958405,8285155.7390625,0.042822265625,0.2,0.0003,-1.1920928955078125e-07,-2.1472792394459246,4405243.5
25720,587776,336.0,287,56821.18041618001,22,0.5034059882164001,2860,-0.0048598491368466055,0.0042539686,8365096.503125,0.014208984375,0.2,0.0003,1.7881393432617188e-07,-2.1295948036015035,5167311.5
25807,589824,336.0,288,56852.99044987,22,0.5020377039909363,2870,-0.004251373541774228,0.003783802,8166837.4015625,0.014453125,0.2,0.0003,0.0,-2.116184624284506,2881185.0
25893,591872,336.0,289,56934.193416379996,22,0.5017841458320618,2880,-0.0048384555891971106,0.0043558804,8436392.2109375,0.026025390625,0.2,0.0003,0.0,-2.113551426678896,4506137.0
25982,593920,336.0,290,57021.89117303999,22,0.5024478435516357,2890,-0.006953111682378221,0.006019979,8330547.3171875,0.039892578125,0.2,0.0003,0.0,-2.114408617466688,3456221.25
26072,595968,336.0,291,57084.76725778999,22,0.500824511051178,2900,-0.007955249831138645,0.005029314,8115281.5640625,0.04267578125,0.2,0.0003,0.0,-2.107436991482973,3496103.0
26162,598016,336.0,292,57103.78548774999,22,0.5000302791595459,2910,-0.006270482784020715,0.005290495,8171333.940625,0.04453125,0.2,0.0003,1.1920928955078125e-07,-2.097949904203415,3962326.0
26249,600064,336.0,293,57125.26500292,22,0.5012602210044861,2920,-0.00610739232506603,0.0049702083,8012901.4484375,0.036669921875,0.2,0.0003,0.0,-2.0996130011975764,3518501.0
26338,602112,336.0,294,57256.55994076,22,0.5021491050720215,2930,-0.006645179394399747,0.007003599,8236775.153125,0.057080078125,0.2,0.0003,-1.1920928955078125e-07,-2.104752167314291,4210950.0
26423,604160,336.0,295,57364.94545185998,22,0.5014650225639343,2940,-0.005590521825070027,0.0050082207,8418864.0328125,0.0412109375,0.2,0.0003,1.7881393432617188e-07,-2.1037891007959844,3623965.75
26509,606208,336.0,296,57355.983776559995,22,0.5010960698127747,2950,-0.004737405074411072,0.0046433173,8304042.8515625,0.03408203125,0.2,0.0003,0.0,-2.0993678502738478,3561654.0
26597,608256,336.0,297,57471.74740388999,22,0.4992016553878784,2960,-0.007951871067052706,0.0070955753,8186115.2328125,0.07216796875,0.2,0.0003,0.0,-2.0905841819942,4606296.0
26687,610304,336.0,298,57539.44518208,22,0.4970456063747406,2970,-0.005280927015701309,0.0054838816,8344951.2265625,0.031298828125,0.2,0.0003,0.0,-2.077379122376442,4887663.0
26777,612352,336.0,299,57638.52780131999,22,0.4952114522457123,2980,-0.005827321604010649,0.0047981124,8359305.8640625,0.039599609375,0.2,0.0003,-1.1920928955078125e-07,-2.0643046371638776,4877797.5
26867,614400,336.0,300,57690.476413820004,22,0.49611058831214905,2990,-0.005618580964801367,0.0053313165,8286376.74375,0.04423828125,0.2,0.0003,0.0,-2.0599993079900742,4120112.0
26954,616448,336.0,301,57781.24797443999,22,0.49636879563331604,3000,-0.0059953454823698845,0.0054481877,8137102.9109375,0.047509765625,0.2,0.0003,1.1920928955078125e-07,-2.0620864167809487,4987857.0
27044,618496,336.0,302,57859.95294158,22,0.49677062034606934,3010,-0.006642833919613622,0.0056204097,8236677.2796875,0.048388671875,0.2,0.0003,1.1920928955078125e-07,-2.061992671340704,4122251.75
27134,620544,336.0,303,57909.86970995999,22,0.4953852593898773,3020,-0.006995736922544893,0.0061230063,8384083.0265625,0.04599609375,0.2,0.0003,1.1920928955078125e-07,-2.058007475733757,4413976.5
27224,622592,336.0,304,57942.82554343,22,0.4948523938655853,3030,-0.005801236876868643,0.00530303,8284603.7390625,0.05263671875,0.2,0.0003,1.1920928955078125e-07,-2.0532167606055736,3029079.5
27317,624640,336.0,305,57970.428541839996,22,0.49363240599632263,3040,-0.0057754443725571035,0.004736236,8251430.30625,0.036865234375,0.2,0.0003,1.7881393432617188e-07,-2.046346840262413,3973718.5
27406,626688,336.0,306,57988.380496690006,22,0.495558500289917,3050,-0.004730993940029293,0.0057161553,8104548.890625,0.03486328125,0.2,0.0003,0.0,-2.047793611884117,3986600.25
27493,628736,336.0,307,57958.65140186,22,0.49425986409187317,3060,-0.00970591288205469,0.0068865926,8353311.95625,0.076416015625,0.2,0.0003,-2.384185791015625e-07,-2.0510187186300755,4254010.0
27578,630784,336.0,308,58038.66800159,22,0.4935007095336914,3070,-0.004739385587890865,0.0046444363,8068018.2296875,0.03251953125,0.2,0.0003,1.1920928955078125e-07,-2.045864959061146,4201327.0
27667,632832,336.0,309,58109.27385838999,22,0.4942428171634674,3080,-0.004421141817874741,0.0038690986,8283170.6421875,0.0255859375,0.2,0.0003,0.0,-2.044265768676996,3786038.0
27759,634880,336.0,310,58100.09289872999,22,0.4927641451358795,3090,-0.005816098976356443,0.005973965,8455021.9890625,0.0455078125,0.2,0.0003,0.0,-2.0414969444274904,3532085.75
27852,636928,336.0,311,58119.79708128,22,0.4908827841281891,3100,-0.006759314291412011,0.006065187,8322718.715625,0.054345703125,0.2,0.0003,1.7881393432617188e-07,-2.029318418353796,5007090.0
27945,638976,336.0,312,58185.52608427001,22,0.49112510681152344,3110,-0.001919432490831241,0.008581826,8204319.359375,0.092724609375,0.2,0.0003,1.7881393432617188e-07,-2.0249908313155176,3519999.0
28036,641024,336.0,313,58193.486576810006,22,0.49032822251319885,3120,-0.005388328067783732,0.006945352,8339047.6625,0.044873046875,0.2,0.0003,5.960464477539063e-08,-2.0223912224173546,3698204.0
28125,643072,336.0,314,58210.58359307,22,0.4887796640396118,3130,-0.004322851414326578,0.0064839562,8230410.8359375,0.06328125,0.2,0.0003,0.0,-2.01557767316699,4917329.0
28214,645120,336.0,315,58241.6855979,22,0.4897362291812897,3140,-0.004879302220069803,0.004660633,8360171.9953125,0.0345703125,0.2,0.0003,-1.1920928955078125e-07,-2.0154957197606564,3966563.0
28299,647168,336.0,316,58242.058447040006,22,0.49084362387657166,3150,-0.007407455875363666,0.0057310103,8397303.5609375,0.046337890625,0.2,0.0003,5.960464477539063e-08,-2.019943083822727,4638631.5
28384,649216,336.0,317,58240.16977223,22,0.4890225827693939,3160,-0.006604771700222045,0.0066976575,8250610.0328125,0.055712890625,0.2,0.0003,0.0,-2.0158253222703935,3255896.25
28471,651264,336.0,318,58225.77719673,22,0.4915817677974701,3170,-0.0058817120123421775,0.0061465325,8347472.2375,0.05634765625,0.2,0.0003,0.0,-2.0179098725318907,3770520.0
28560,653312,336.0,319,58279.901215390004,22,0.4918288290500641,3180,-0.008951131139474456,0.006242714,8358235.0515625,0.06328125,0.2,0.0003,1.7881393432617188e-07,-2.025601238012314,4485299.5
28648,655360,336.0,320,58253.765024919994,22,0.4901387393474579,3190,-0.005634803730936255,0.0050972234,8492223.9703125,0.033251953125,0.2,0.0003,0.0,-2.0208035141229628,3957475.0
28737,657408,336.0,321,58265.66576151,22,0.48967981338500977,3200,-0.007240545783133712,0.0057570604,8176467.6734375,0.049658203125,0.2,0.0003,0.0,-2.01174526065588,4445052.5
28827,659456,336.0,322,58274.36268561999,22,0.488846093416214,3210,-0.006930217899207491,0.0057270196,8319930.93125,0.053173828125,0.2,0.0003,-1.1920928955078125e-07,-2.006651672720909,4329149.0
28916,661504,336.0,323,58345.32653995999,22,0.488041490316391,3220,-0.004433505074121058,0.005345035,8021599.0703125,0.032275390625,0.2,0.0003,-2.384185791015625e-07,-2.002063935250044,4323950.5
29005,663552,336.0,324,58378.712998079995,22,0.4863312244415283,3230,-0.005982254646369256,0.005465565,8317403.36875,0.03173828125,0.2,0.0003,1.1920928955078125e-07,-1.996232946962118,3790241.75
29092,665600,336.0,325,58378.569305950004,22,0.48439571261405945,3240,-0.0068215084043913524,0.00603259,8291302.475,0.0564453125,0.2,0.0003,0.0,-1.9892522379755975,4066318.75
29182,667648,336.0,326,58357.53786326,22,0.4834044277667999,3250,-0.006575666322896722,0.005626533,8274436.421875,0.044677734375,0.2,0.0003,0.0,-1.9813601464033126,5215140.0
29270,669696,336.0,327,58386.65604882,22,0.4815000295639038,3260,-0.005173520486277994,0.0047295755,8249014.3859375,0.033837890625,0.2,0.0003,5.960464477539063e-08,-1.9709715839475392,4607825.0
29358,671744,336.0,328,58471.90626922,22,0.48069801926612854,3270,-0.006905562900647056,0.0057732756,8410634.134375,0.055078125,0.2,0.0003,5.960464477539063e-08,-1.9623342618346213,4112254.25
29445,673792,336.0,329,58519.895259180004,22,0.4794142544269562,3280,-0.0064347915191319775,0.006563714,8543889.275,0.05029296875,0.2,0.0003,1.1920928955078125e-07,-1.9539499510079623,4191506.25
29578,675840,336.0,330,58544.680333280005,22,0.4791676998138428,3290,-0.008423364227928687,0.0060492177,8464411.6453125,0.06396484375,0.2,0.0003,0.0,-1.94744981713593,4369200.0
29659,677888,336.0,331,58548.002536620006,22,0.474821001291275,3300,-0.007608434432768263,0.0076257335,8247923.4625,0.0658203125,0.2,0.0003,0.0,-1.9329448752105236,4896183.5
29742,679936,336.0,332,58544.96893074,22,0.47168195247650146,3310,-0.008252191601786762,0.0061991415,8148308.9390625,0.053857421875,0.2,0.0003,1.7881393432617188e-07,-1.9088939506560565,3840862.5
29825,681984,336.0,333,58593.36886962,22,0.4708944261074066,3320,-0.006195450817176607,0.00523722,8210345.8421875,0.043310546875,0.2,0.0003,0.0,-1.8957874096930027,3276388.75
29909,684032,336.0,334,58651.741876769986,22,0.46893563866615295,3330,-0.004214362686616369,0.005299058,8331933.61875,0.027783203125,0.2,0.0003,1.7881393432617188e-07,-1.8871076218783855,3631555.25
29998,686080,336.0,335,58732.05364635001,22,0.4688204824924469,3340,-0.00518063860363327,0.004659885,8262101.228125,0.0412109375,0.2,0.0003,0.0,-1.8802536848932505,4118249.5
30090,688128,336.0,336,58806.19808108001,22,0.4680505692958832,3350,-0.006101137687801383,0.005215101,8482920.371875,0.040869140625,0.2,0.0003,1.1920928955078125e-07,-1.8779354408383369,3798285.0
30180,690176,336.0,337,58850.21647562,22,0.4676554203033447,3360,-0.004882791980344336,0.006311539,8444360.1140625,0.045166015625,0.2,0.0003,1.7881393432617188e-07,-1.8740800686180592,4876887.5
30269,692224,336.0,338,58920.91672397999,22,0.46808937191963196,3370,-0.009135512240754906,0.0061404374,8364166.4375,0.0615234375,0.2,0.0003,1.1920928955078125e-07,-1.874135797470808,4999192.0
30359,694272,336.0,339,58977.91915951,22,0.4681645333766937,3380,-0.005774091556668281,0.006356051,8460763.7546875,0.054150390625,0.2,0.0003,1.7881393432617188e-07,-1.874395540729165,5139796.5
30451,696320,336.0,340,59032.19111769001,22,0.4665682315826416,3390,-0.005213317899324466,0.004953213,8299720.859375,0.03544921875,0.2,0.0003,0.0,-1.8679938066750765,3987814.5
30540,698368,336.0,341,59127.013024850006,22,0.46562302112579346,3400,-0.008980683980189497,0.0076976074,8513719.971875,0.065966796875,0.2,0.0003,5.960464477539063e-08,-1.858190469443798,3230553.0
30637,700416,336.0,342,59173.92669298999,22,0.46361467242240906,3410,-0.006976633128942922,0.0051037027,8506602.7859375,0.03779296875,0.2,0.0003,0.0,-1.847627417370677,4832279.0
30736,702464,336.0,343,59238.698555970004,22,0.4630796015262604,3420,-0.008359591431508306,0.006676471,8332582.0859375,0.0626953125,0.2,0.0003,0.0,-1.8392312973737717,3061977.0
30843,704512,336.0,344,59301.14663666999,22,0.4631688594818115,3430,-0.004586907096381765,0.0054332647,8480568.7015625,0.037255859375,0.2,0.0003,5.960464477539063e-08,-1.8376029413193464,4164503.5
30951,706560,336.0,345,59357.61833486,22,0.4635445773601532,3440,-0.0038329512637574224,0.0048928694,8615577.409375,0.022265625,0.2,0.0003,0.0,-1.8391809597611428,5255262.5
31058,708608,336.0,346,59423.36376427999,22,0.46518269181251526,3450,-0.005321432325581554,0.004201809,8793312.66875,0.039404296875,0.2,0.0003,0.0,-1.8436204999685288,4922574.5
31164,710656,336.0,347,59486.527350419994,22,0.46502256393432617,3460,-0.006602266730624251,0.00649028,8358148.9125,0.054443359375,0.2,0.0003,0.0,-1.845809195190668,3516555.0
31273,712704,336.0,348,59514.14746896,22,0.4649256765842438,3470,-0.00640490040241275,0.0057675755,8414793.409375,0.04873046875,0.2,0.0003,0.0,-1.8445046722888947,5057658.5
31382,714752,336.0,349,59518.83980841,22,0.4652976989746094,3480,-0.008750894050172065,0.005535772,8457288.803125,0.05546875,0.2,0.0003,0.0,-1.845183153450489,3755217.5
31492,716800,336.0,350,59546.00212225002,22,0.46435120701789856,3490,-0.008280064575956203,0.0061381953,8292665.2,0.058642578125,0.2,0.0003,0.0,-1.841204396635294,3521023.0
31603,718848,336.0,351,59559.63271864,22,0.459991455078125,3500,-0.0070684874342987316,0.006939332,8388021.9296875,0.05302734375,0.2,0.0003,0.0,-1.8214641939848661,3884960.5
31713,720896,336.0,352,59589.33688571001,22,0.45851895213127136,3510,-0.008721411498845555,0.006910368,8378885.7984375,0.0578125,0.2,0.0003,5.960464477539063e-08,-1.8048455696552992,4399368.5
31820,722944,336.0,353,59626.75935513999,22,0.4594396650791168,3520,-0.00714509887911845,0.0067868843,8483139.9671875,0.0470703125,0.2,0.0003,-1.1920928955078125e-07,-1.8062413584440946,3843880.0
31936,724992,336.0,354,59700.884930809996,22,0.4588810205459595,3530,-0.006711529265157878,0.0039527677,8439802.1140625,0.044677734375,0.2,0.0003,0.0,-1.8100421603769064,3671393.25
31943,727040,336.0,355,59747.20147114001,22,0.4589378535747528,3540,-0.005040855800325516,0.004193764,8540801.8109375,0.041845703125,0.2,0.0003,0.0,-1.8096936721354724,4590050.5
31950,729088,336.0,356,59793.390511230005,22,0.459767609834671,3550,-0.00673117674596142,0.005002657,8468577.671875,0.04443359375,0.2,0.0003,-1.1920928955078125e-07,-1.8145715292543172,3846931.5
31957,731136,336.0,357,59776.343116619995,22,0.45865264534950256,3560,-0.00705193278263323,0.0074199084,8468774.2,0.0623046875,0.2,0.0003,0.0,-1.814172775670886,4123519.5
31963,733184,336.0,358,59839.11613541,22,0.4600282609462738,3570,-0.00675311234081164,0.004822083,8432413.0046875,0.04150390625,0.2,0.0003,5.960464477539063e-08,-1.8166469521820545,4598270.0
32022,735232,336.0,359,59867.47304218999,22,0.46002116799354553,3580,-0.00950197605707217,0.0067761433,8546615.496875,0.06015625,0.2,0.0003,0.0,-1.8202215038239955,3414074.75
32129,737280,336.0,360,59815.06178924001,22,0.45819035172462463,3590,-0.00746131926716771,0.0069774007,8689554.9796875,0.06181640625,0.2,0.0003,-1.1920928955078125e-07,-1.8153036639094353,3931407.5
32238,739328,336.0,361,59814.168862579994,22,0.4582850933074951,3600,-0.007354257244151086,0.005386601,8154215.24375,0.04541015625,0.2,0.0003,0.0,-1.8081302773207426,4896854.0
32330,741376,336.0,362,59808.533033989996,22,0.4576133191585541,3610,-0.006206967298930976,0.004743851,8656665.63125,0.032666015625,0.2,0.0003,5.960464477539063e-08,-1.8039234921336174,3944164.75
32422,743424,336.0,363,59840.93137530999,22,0.45698845386505127,3620,-0.007673186209285632,0.006311224,8465624.65,0.052099609375,0.2,0.0003,5.960464477539063e-08,-1.7974889971315862,3862005.5
32512,745472,336.0,364,59910.10998041,22,0.45496904850006104,3630,-0.0063800867777899836,0.0053657806,8485350.2609375,0.048193359375,0.2,0.0003,0.0,-1.7899714741855859,4284255.0
32602,747520,336.0,365,59917.926169709994,22,0.453887015581131,3640,-0.007474025902047288,0.006662421,8381421.2796875,0.05634765625,0.2,0.0003,0.0,-1.7786150045692921,4671256.0
32692,749568,336.0,366,59953.04965882999,22,0.4538101255893707,3650,-0.0055822225855081346,0.005865935,8417121.4609375,0.043505859375,0.2,0.0003,1.7881393432617188e-07,-1.7732241287827493,3748516.5
32781,751616,336.0,367,60000.907585810004,22,0.4520283639431,3660,-0.005840850133972708,0.0058070295,8564527.8765625,0.03798828125,0.2,0.0003,-1.1920928955078125e-07,-1.7679395731538534,5139435.5
32872,753664,336.0,368,60062.90650913,22,0.4491213858127594,3670,-0.0049398980714613575,0.0046468787,8606754.3703125,0.026806640625,0.2,0.0003,0.0,-1.7543891046196223,4485911.0
32966,755712,336.0,369,60038.98350159999,22,0.44986462593078613,3680,-0.007852082425961271,0.008945566,8483859.95,0.0767578125,0.2,0.0003,5.960464477539063e-08,-1.7474892288446426,4051060.5
33055,757760,336.0,370,59963.039289379994,22,0.4481540024280548,3690,-0.011550593170977664,0.008433323,8305530.3,0.094091796875,0.2,0.0003,1.7881393432617188e-07,-1.7448515862226486,3635206.5
33142,759808,336.0,371,59932.610429720015,22,0.44743773341178894,3700,-0.005652124567131977,0.005147432,8313677.903125,0.03759765625,0.2,0.0003,0.0,-1.7353226885199546,4802110.5
33226,761856,336.0,372,59896.61668325,22,0.44657352566719055,3710,-0.008951818459900096,0.00618624,8371609.36875,0.06435546875,0.2,0.0003,0.0,-1.7281563732773066,4328715.0
33311,763904,336.0,373,59914.350638230004,22,0.4464525878429413,3720,-0.006965773590491153,0.0068118144,8369020.3453125,0.056591796875,0.2,0.0003,0.0,-1.7244455888867378,3901036.25
33397,765952,336.0,374,59897.18535015999,22,0.4447315037250519,3730,-0.0053577543425490145,0.004786634,8387071.6390625,0.033056640625,0.2,0.0003,1.7881393432617188e-07,-1.7178221926093102,4076153.0
33481,768000,336.0,375,59849.03782355999,22,0.44501885771751404,3740,-0.007383306513656862,0.0057553407,8427708.1953125,0.05419921875,0.2,0.0003,5.960464477539063e-08,-1.7133749209344387,4813042.0
33568,770048,336.0,376,59883.41345312001,22,0.44537416100502014,3750,-0.006343814561842009,0.006034317,8357438.68125,0.045849609375,0.2,0.0003,0.0,-1.7154674228280782,3492964.5
33661,772096,336.0,377,59926.657870980016,22,0.4447542428970337,3760,-0.005423735939257312,0.005949842,8610545.5765625,0.046826171875,0.2,0.0003,0.0,-1.7126576386392116,4209309.0
33752,774144,336.0,378,59909.002690090005,22,0.44325414299964905,3770,-0.008045797567319823,0.0068206224,8465843.43125,0.063330078125,0.2,0.0003,1.7881393432617188e-07,-1.7042087491601705,4123041.5
33842,776192,336.0,379,59888.31473012,22,0.4440326690673828,3780,-0.006345685373526066,0.005165159,8438199.753125,0.041943359375,0.2,0.0003,5.960464477539063e-08,-1.7000349693000316,4696117.5
33930,778240,336.0,380,59865.30557565999,22,0.44262585043907166,3790,-0.005983827987802215,0.005371525,8627202.1015625,0.039111328125,0.2,0.0003,-1.1920928955078125e-07,-1.696756451949477,4582934.5
34018,780288,336.0,381,59940.60430707001,22,0.4434809982776642,3800,-0.007405711195315234,0.0061106198,8472927.74375,0.0546875,0.2,0.0003,0.0,-1.692777469754219,4384191.5
34107,782336,336.0,382,59934.93233907,22,0.44123375415802,3810,-0.0056938697001896795,0.0054047406,8500028.1578125,0.04453125,0.2,0.0003,1.7881393432617188e-07,-1.6889770589768887,4719884.0
34201,784384,336.0,383,59933.26382757999,22,0.4408353865146637,3820,-0.006500771902210545,0.0058928644,8679444.63125,0.05517578125,0.2,0.0003,0.0,-1.6778806541115046,3915077.5
34292,786432,336.0,384,59913.45363576001,22,0.4397719204425812,3830,-0.007022759571555071,0.0060601127,8379595.2203125,0.055810546875,0.2,0.0003,-1.1920928955078125e-07,-1.6720075443387032,4289757.0
34379,788480,336.0,385,60006.95300361,22,0.43870842456817627,3840,-0.007706395887362305,0.0064427825,8485727.759375,0.065771484375,0.2,0.0003,0.0,-1.6670072339475155,4036741.0
34465,790528,336.0,386,60023.215382610004,22,0.44000664353370667,3850,0.04012689134397078,0.08457646,8674124.6125,0.13828125,0.2,0.0003,5.960464477539063e-08,-1.6703988764435054,4208667.0
34553,792576,336.0,387,60073.22575178001,22,0.4398843050003052,3860,-0.0057527943143213635,0.0056461897,8498834.8859375,0.0359375,0.2,0.0003,5.960464477539063e-08,-1.6746859055012464,4075823.0
34640,794624,336.0,388,60106.382702409996,22,0.44031640887260437,3870,-0.006669636951846769,0.005247658,8548878.721875,0.0375,0.2,0.0003,0.0,-1.6772763192653657,4384294.0
34728,796672,336.0,389,60083.457475420015,22,0.4412679672241211,3880,-0.007081317070696968,0.006630024,8421443.9171875,0.0576171875,0.2,0.0003,5.960464477539063e-08,-1.6839922036975623,5234407.5
34817,798720,336.0,390,60114.91769015,22,0.4389227330684662,3890,-0.007300627438235096,0.0049752346,8401362.8625,0.04287109375,0.2,0.0003,5.960464477539063e-08,-1.677315104752779,3190469.0
34906,800768,336.0,391,60135.44281176999,22,0.4383106529712677,3900,-0.006652042584028095,0.006130612,8554644.384375,0.04873046875,0.2,0.0003,5.960464477539063e-08,-1.6677523367106915,4939541.0
34993,802816,336.0,392,60202.30463158,22,0.4377530515193939,3910,-0.009098510805051774,0.005945727,8586198.5046875,0.070654296875,0.2,0.0003,0.0,-1.665851341560483,4991636.5
35080,804864,336.0,393,60242.62476534,22,0.43775656819343567,3920,-0.009307120682206006,0.0055326344,8724289.334375,0.069287109375,0.2,0.0003,1.7881393432617188e-07,-1.6654279004782437,4552704.0
35164,806912,336.0,394,60273.031353640006,22,0.438475102186203,3930,-0.006731715850764886,0.0053896075,8675284.3359375,0.035546875,0.2,0.0003,1.7881393432617188e-07,-1.6674505025148392,4810260.5
35249,808960,336.0,395,60253.16798995,22,0.44061872363090515,3940,-0.006660260823264252,0.0057938304,8456763.7765625,0.056591796875,0.2,0.0003,5.960464477539063e-08,-1.6744832225143909,4311557.5
35334,811008,336.0,396,60287.923853210006,22,0.44008150696754456,3950,-0.010045138858549763,0.008005684,8300989.4921875,0.080712890625,0.2,0.0003,-1.1920928955078125e-07,-1.6767806358635426,3810106.0
35419,813056,336.0,397,60332.52575623001,22,0.4396495521068573,3960,-0.005044912955781911,0.0053289738,8464393.9328125,0.040966796875,0.2,0.0003,0.0,-1.671205572783947,4340952.0
35504,815104,336.0,398,60356.294695510005,22,0.43925538659095764,3970,-0.005374266277067363,0.005413181,8521674.6734375,0.040478515625,0.2,0.0003,5.960464477539063e-08,-1.6685363546013832,4010863.0
35592,817152,336.0,399,60352.10759637001,22,0.4386320114135742,3980,-0.0042480950607568955,0.0047224336,8403504.821875,0.025927734375,0.2,0.0003,0.0,-1.6658924497663974,4369157.5
35679,819200,336.0,400,60313.28036692,22,0.4394599497318268,3990,-0.007038288627518341,0.008058451,8458908.4171875,0.067919921875,0.2,0.0003,0.0,-1.6676568441092967,4988122.0
35763,821248,336.0,401,60334.236660209994,22,0.43904340267181396,4000,-0.005229986950871535,0.004283623,8467600.8,0.032373046875,0.2,0.0003,5.960464477539063e-08,-1.667006805166602,4610225.5
35849,823296,336.0,402,60391.39270429999,22,0.43922755122184753,4010,-0.00853953452897258,0.0070208684,8748224.1640625,0.064111328125,0.2,0.0003,1.7881393432617188e-07,-1.6643237311393022,4406657.0
35933,825344,336.0,403,60395.61429678,22,0.43884703516960144,4020,-0.007324880329542793,0.006596349,8681990.9484375,0.060302734375,0.2,0.0003,1.7881393432617188e-07,-1.6635221436619758,4774520.0
36017,827392,336.0,404,60419.13124039,22,0.4386950433254242,4030,-0.00392348951427266,0.004057825,8408588.153125,0.036328125,0.2,0.0003,0.0,-1.6608690060675144,3989457.0
36100,829440,336.0,405,60447.663731429995,22,0.43901053071022034,4040,-0.008373882810701616,0.006664988,8384677.265625,0.062060546875,0.2,0.0003,0.0,-1.6597712881863118,4309816.5
36184,831488,336.0,406,60499.11229138,22,0.4386175572872162,4050,-0.0069592035288224,0.0066583166,8517847.746875,0.071142578125,0.2,0.0003,5.960464477539063e-08,-1.6560939446091651,3973470.0
36268,833536,336.0,407,60556.924980589996,22,0.43602490425109863,4060,-0.006408808875130489,0.0060235253,8376073.121875,0.0455078125,0.2,0.0003,0.0,-1.6465103529393672,4315991.5
36354,835584,336.0,408,60512.39259675999,22,0.43614324927330017,4070,-0.005138351806090213,0.0049410863,8671338.8359375,0.041162109375,0.2,0.0003,0.0,-1.6402832102030516,4273996.0
36440,837632,336.0,409,60471.199054669996,22,0.4363816976547241,4080,-0.008293765208509284,0.0066536963,8417325.2453125,0.0671875,0.2,0.0003,5.960464477539063e-08,-1.6421177644282579,3988448.0
36525,839680,336.0,410,60450.51693639,22,0.43497434258461,4090,-0.00692806687875418,0.0059489217,8341600.5609375,0.048486328125,0.2,0.0003,0.0,-1.63705798946321,4512572.0
36610,841728,336.0,411,60485.85715090999,22,0.4337347745895386,4100,-0.007633168826578185,0.0068130395,8673659.0671875,0.058984375,0.2,0.0003,1.7881393432617188e-07,-1.6266802106052638,3872659.0
36696,843776,336.0,412,60526.52226455,22,0.43309590220451355,4110,-0.0046344085567398,0.0044245925,8736559.8015625,0.041650390625,0.2,0.0003,0.0,-1.6222220271825791,4964756.5
36782,845824,336.0,413,60509.99239271,22,0.43337056040763855,4120,-0.006071321522176732,0.007466592,8560046.7,0.05,0.2,0.0003,1.7881393432617188e-07,-1.619031447172165,4378673.5
36867,847872,336.0,414,60554.957468,22,0.4341953992843628,4130,-0.0050916690277517775,0.004141178,8475534.2578125,0.029443359375,0.2,0.0003,2.384185791015625e-07,-1.6216933950781822,4700222.0
36951,849920,336.0,415,60601.499975549996,23,0.43204808235168457,4140,-0.006427460181294009,0.0056935083,8652149.2671875,0.046826171875,0.2,0.0003,1.7881393432617188e-07,-1.6188915602862834,5029029.0
37035,851968,336.0,416,60649.12109878999,23,0.43090346455574036,4150,-0.006931933922169264,0.0057122456,8514280.7484375,0.047607421875,0.2,0.0003,0.0001728534698486328,-1.6079643871635199,3796748.5
37118,854016,336.0,417,60626.28580139001,23,0.4316932260990143,4160,-0.003732245297578629,0.00430254,8272631.2234375,0.02861328125,0.2,0.0003,0.0016244053840637207,-1.6053455140441657,4697399.0
37203,856064,336.0,418,60646.26615816,23,0.4302351474761963,4170,-0.00726243936951505,0.008195039,8613267.0546875,0.069677734375,0.2,0.0003,0.0035898685455322266,-1.6044021509587765,5279534.5
37298,858112,336.0,419,60642.99732218999,23,0.4287834167480469,4180,-0.00719267746026162,0.00844668,8657013.39375,0.070849609375,0.2,0.0003,0.003631114959716797,-1.594584946706891,3875741.75
